MethodKey,Method,ProtocolKey,Protocol,Split,Seed,Macro_F1,Weighted_F1,Accuracy,Eval_N,True_Classes,Pred_Classes,Real_Train_N_Common,Real_Train_Classes_Common,Test_Classes,Unseen_Test_Classes,Unseen_Test_Class_List,Unseen_Test_Seconds,TCN_Selected_Epoch,Runtime_Sec
rf_basic10,Random Forest (10 s RSSI summary features),event_random,Event-group random 70/30 + 59 s purge,seed46,46.0,0.18793774317116105,0.6089437324566047,0.6238350419384903,17168,21,16,25045,19,21,4,503|505|516|518,341,,0.34972429275512695
xgb_rich60_kl_full_smote,XGBoost (60 s rich features + KL-full relabeling + SMOTE),event_random,Event-group random 70/30 + 59 s purge,seed46,46.0,0.16924554268766934,0.6534153518808637,0.6541239515377446,17168,21,22,25045,19,21,4,503|505|516|518,341,,0.0008854866027832031
xgb_rich60_symmetric_smote,XGBoost (60 s rich features + symmetric relabeling + SMOTE),event_random,Event-group random 70/30 + 59 s purge,seed46,46.0,0.16507760484398004,0.6492939283116758,0.6482991612301957,17168,21,22,25045,19,21,4,503|505|516|518,341,,0.0004374980926513672
xgb_full60_kl,XGBoost (60 s full-statistics + KL-partial relabeling),event_random,Event-group random 70/30 + 59 s purge,seed46,46.0,0.20496698951238787,0.5355140130339575,0.48404007455731596,17168,21,23,25045,19,21,4,503|505|516|518,341,,0.00047898292541503906
rf_paper60_kl,Random Forest (60 s paper-statistics + KL-partial relabeling),event_random,Event-group random 70/30 + 59 s purge,seed46,46.0,0.1329575905543578,0.5261617459747352,0.48992311276794037,17168,21,22,25045,19,21,4,503|505|516|518,341,,0.0003452301025390625
lgbm_basic60_kl_full_smote,LightGBM (60 s RSSI summary + KL-full relabeling + SMOTE),event_random,Event-group random 70/30 + 59 s purge,seed46,46.0,0.1804736142640063,0.6491192181629309,0.6462022367194781,17168,21,23,25045,19,21,4,503|505|516|518,341,,0.0003685951232910156
rf_basic10_symmetric_smote,Random Forest (10 s RSSI summary + symmetric relabeling + SMOTE),event_random,Event-group random 70/30 + 59 s purge,seed46,46.0,0.18471822222758782,0.47431814840651615,0.43237418452935694,17168,21,22,25045,19,21,4,503|505|516|518,341,,0.0003676414489746094
rf_lagstack10,Random Forest (10 s causal lag-stack features),event_random,Event-group random 70/30 + 59 s purge,seed46,46.0,0.18258513232856938,0.5796700790539638,0.5937791239515378,17168,21,17,25045,19,21,4,503|505|516|518,341,,0.40714406967163086
tcn10,Causal TCN (10 s RSSI + availability sequence),event_random,Event-group random 70/30 + 59 s purge,seed46,46.0,0.21598603218083784,0.5315347468382574,0.5429869524697111,17168,21,17,25045,19,21,4,503|505|516|518,341,27.0,24.32761549949646
rf_topology10,Topology-Augmented Random Forest (10 s RSSI summary + floor-plan graph features),event_random,Event-group random 70/30 + 59 s purge,seed46,46.0,0.19414700595461268,0.6035471553307388,0.6155055917986952,17168,21,17,25045,19,21,4,503|505|516|518,341,,0.6262392997741699
ensemble_calibrated,Calibrated Multi-Resolution RF-XGBoost Ensemble (11 s temporal voting),event_random,Event-group random 70/30 + 59 s purge,seed46,46.0,0.2207852170092723,0.6827902942821829,0.6837138863000932,17168,21,21,25045,19,21,4,503|505|516|518,341,,0.05744147300720215
ensemble_room510,Calibrated Multi-Resolution RF-XGBoost Ensemble + class-510 probability recovery,event_random,Event-group random 70/30 + 59 s purge,seed46,46.0,0.2207852170092723,0.6827902942821829,0.6837138863000932,17168,21,21,25045,19,21,4,503|505|516|518,341,,0.057799339294433594
ensemble_class_aware,Calibrated Multi-Resolution RF-XGBoost Ensemble + class-510 recovery + class-518-weighted temporal voting,event_random,Event-group random 70/30 + 59 s purge,seed46,46.0,0.2165205223137757,0.6822717710908098,0.6827236719478099,17168,21,21,25045,19,21,4,503|505|516|518,341,,0.23981952667236328
rf_basic10,Random Forest (10 s RSSI summary features),lodo,Leave-one-day-out (Apr11-Apr13),apr11,,0.3207402404240421,0.6601034046432026,0.6546234509056243,10490,15,20,36631,23,15,0,,0,,0.38692760467529297
xgb_rich60_kl_full_smote,XGBoost (60 s rich features + KL-full relabeling + SMOTE),lodo,Leave-one-day-out (Apr11-Apr13),apr11,,0.17602859190230638,0.6136346249034064,0.6010486177311726,10490,15,18,36631,23,15,0,,0,,0.0006852149963378906
xgb_rich60_symmetric_smote,XGBoost (60 s rich features + symmetric relabeling + SMOTE),lodo,Leave-one-day-out (Apr11-Apr13),apr11,,0.203542120493709,0.6484301276569753,0.6509056244041944,10490,15,18,36631,23,15,0,,0,,0.017915725708007812
xgb_full60_kl,XGBoost (60 s full-statistics + KL-partial relabeling),lodo,Leave-one-day-out (Apr11-Apr13),apr11,,0.18565300849881725,0.6106256544086127,0.5849380362249762,10490,15,19,36631,23,15,0,,0,,0.016100406646728516
rf_paper60_kl,Random Forest (60 s paper-statistics + KL-partial relabeling),lodo,Leave-one-day-out (Apr11-Apr13),apr11,,0.19602327528231958,0.6433960732688206,0.6326024785510009,10490,15,18,36631,23,15,0,,0,,0.0003864765167236328
lgbm_basic60_kl_full_smote,LightGBM (60 s RSSI summary + KL-full relabeling + SMOTE),lodo,Leave-one-day-out (Apr11-Apr13),apr11,,0.23199707875412173,0.6756885124904152,0.6697807435653003,10490,15,17,36631,23,15,0,,0,,0.0003674030303955078
rf_basic10_symmetric_smote,Random Forest (10 s RSSI summary + symmetric relabeling + SMOTE),lodo,Leave-one-day-out (Apr11-Apr13),apr11,,0.2642407673695843,0.6123851090816979,0.5755958055290753,10490,15,23,36631,23,15,0,,0,,0.016791105270385742
rf_lagstack10,Random Forest (10 s causal lag-stack features),lodo,Leave-one-day-out (Apr11-Apr13),apr11,,0.2557434281665477,0.625954288189138,0.6242135367016206,10490,15,20,36631,23,15,0,,0,,0.4432551860809326
tcn10,Causal TCN (10 s RSSI + availability sequence),lodo,Leave-one-day-out (Apr11-Apr13),apr11,,0.3321623752555059,0.596043788790214,0.5585319351763585,10490,15,22,36631,23,15,0,,0,25.0,34.0978627204895
rf_topology10,Topology-Augmented Random Forest (10 s RSSI summary + floor-plan graph features),lodo,Leave-one-day-out (Apr11-Apr13),apr11,,0.28004110469183074,0.6412023070076122,0.6376549094375595,10490,15,20,36631,23,15,0,,0,,0.8040053844451904
ensemble_calibrated,Calibrated Multi-Resolution RF-XGBoost Ensemble (11 s temporal voting),lodo,Leave-one-day-out (Apr11-Apr13),apr11,,0.3127906164877771,0.6928419481974936,0.6911344137273594,10490,15,21,36631,23,15,0,,0,,0.2238321304321289
ensemble_room510,Calibrated Multi-Resolution RF-XGBoost Ensemble + class-510 probability recovery,lodo,Leave-one-day-out (Apr11-Apr13),apr11,,0.29153403627304647,0.6553242404167391,0.6313632030505243,10490,15,21,36631,23,15,0,,0,,0.060133934020996094
ensemble_class_aware,Calibrated Multi-Resolution RF-XGBoost Ensemble + class-510 recovery + class-518-weighted temporal voting,lodo,Leave-one-day-out (Apr11-Apr13),apr11,,0.29153403627304647,0.6553242404167391,0.6313632030505243,10490,15,21,36631,23,15,0,,0,,0.05185198783874512
rf_basic10,Random Forest (10 s RSSI summary features),lodo,Leave-one-day-out (Apr11-Apr13),apr12,,0.2587169882264008,0.5075692934260626,0.5425569590367135,16942,20,21,30179,21,20,2,503|521,253,,0.39913344383239746
xgb_rich60_kl_full_smote,XGBoost (60 s rich features + KL-full relabeling + SMOTE),lodo,Leave-one-day-out (Apr11-Apr13),apr12,,0.2247865092404595,0.5426565269654999,0.567937669696612,16942,20,23,30179,21,20,2,503|521,253,,0.0008935928344726562
xgb_rich60_symmetric_smote,XGBoost (60 s rich features + symmetric relabeling + SMOTE),lodo,Leave-one-day-out (Apr11-Apr13),apr12,,0.17984507202443503,0.41361079918959315,0.3808287097154999,16942,20,23,30179,21,20,2,503|521,253,,0.027339935302734375
xgb_full60_kl,XGBoost (60 s full-statistics + KL-partial relabeling),lodo,Leave-one-day-out (Apr11-Apr13),apr12,,0.2080437223143017,0.529235422634679,0.5579034352496753,16942,20,23,30179,21,20,2,503|521,253,,0.03126168251037598
rf_paper60_kl,Random Forest (60 s paper-statistics + KL-partial relabeling),lodo,Leave-one-day-out (Apr11-Apr13),apr12,,0.23259680345488984,0.5354071043821041,0.5718923385668753,16942,20,23,30179,21,20,2,503|521,253,,0.0010676383972167969
lgbm_basic60_kl_full_smote,LightGBM (60 s RSSI summary + KL-full relabeling + SMOTE),lodo,Leave-one-day-out (Apr11-Apr13),apr12,,0.2217906941008077,0.5385074698081145,0.5659308228072246,16942,20,22,30179,21,20,2,503|521,253,,0.0012195110321044922
rf_basic10_symmetric_smote,Random Forest (10 s RSSI summary + symmetric relabeling + SMOTE),lodo,Leave-one-day-out (Apr11-Apr13),apr12,,0.25232797957983905,0.5055995944148568,0.5399598630622122,16942,20,22,30179,21,20,2,503|521,253,,0.2414536476135254
rf_lagstack10,Random Forest (10 s causal lag-stack features),lodo,Leave-one-day-out (Apr11-Apr13),apr12,,0.23986012325685802,0.4816287180102285,0.5200684688938733,16942,20,20,30179,21,20,2,503|521,253,,0.5846996307373047
tcn10,Causal TCN (10 s RSSI + availability sequence),lodo,Leave-one-day-out (Apr11-Apr13),apr12,,0.23311627784859165,0.45857038911805925,0.48902136701688115,16942,20,21,30179,21,20,2,503|521,253,37.0,39.77921772003174
rf_topology10,Topology-Augmented Random Forest (10 s RSSI summary + floor-plan graph features),lodo,Leave-one-day-out (Apr11-Apr13),apr12,,0.2659556811138401,0.5110723102146558,0.5447999055601463,16942,20,21,30179,21,20,2,503|521,253,,0.8283934593200684
ensemble_calibrated,Calibrated Multi-Resolution RF-XGBoost Ensemble (11 s temporal voting),lodo,Leave-one-day-out (Apr11-Apr13),apr12,,0.27549443950783314,0.5777766950602017,0.6059497107779483,16942,20,21,30179,21,20,2,503|521,253,,0.03841400146484375
ensemble_room510,Calibrated Multi-Resolution RF-XGBoost Ensemble + class-510 probability recovery,lodo,Leave-one-day-out (Apr11-Apr13),apr12,,0.27094027623214095,0.5763612081521655,0.604710187699209,16942,20,21,30179,21,20,2,503|521,253,,0.03856348991394043
ensemble_class_aware,Calibrated Multi-Resolution RF-XGBoost Ensemble + class-510 recovery + class-518-weighted temporal voting,lodo,Leave-one-day-out (Apr11-Apr13),apr12,,0.271020150943093,0.5761971215719941,0.603942863888561,16942,20,21,30179,21,20,2,503|521,253,,0.038062095642089844
rf_basic10,Random Forest (10 s RSSI summary features),lodo,Leave-one-day-out (Apr11-Apr13),apr13,,0.1963614820503979,0.44684820762023486,0.45726253820898904,8833,15,21,38288,22,15,1,510,159,,0.503903865814209
xgb_rich60_kl_full_smote,XGBoost (60 s rich features + KL-full relabeling + SMOTE),lodo,Leave-one-day-out (Apr11-Apr13),apr13,,0.24823728764741385,0.5227610056545261,0.5272274425450016,8833,15,23,38288,22,15,1,510,159,,0.0006282329559326172
xgb_rich60_symmetric_smote,XGBoost (60 s rich features + symmetric relabeling + SMOTE),lodo,Leave-one-day-out (Apr11-Apr13),apr13,,0.2515324689652689,0.5261489940311198,0.5296048907505944,8833,15,22,38288,22,15,1,510,159,,0.013387680053710938
xgb_full60_kl,XGBoost (60 s full-statistics + KL-partial relabeling),lodo,Leave-one-day-out (Apr11-Apr13),apr13,,0.23688435413868697,0.5200381320843602,0.5241707234235254,8833,15,23,38288,22,15,1,510,159,,0.011266708374023438
rf_paper60_kl,Random Forest (60 s paper-statistics + KL-partial relabeling),lodo,Leave-one-day-out (Apr11-Apr13),apr13,,0.23368124134041848,0.5079898333346248,0.5179440733612589,8833,15,21,38288,22,15,1,510,159,,0.00039005279541015625
lgbm_basic60_kl_full_smote,LightGBM (60 s RSSI summary + KL-full relabeling + SMOTE),lodo,Leave-one-day-out (Apr11-Apr13),apr13,,0.2181761078126925,0.5136479506024805,0.51250990603419,8833,15,22,38288,22,15,1,510,159,,0.00021576881408691406
rf_basic10_symmetric_smote,Random Forest (10 s RSSI summary + symmetric relabeling + SMOTE),lodo,Leave-one-day-out (Apr11-Apr13),apr13,,0.19031190956779143,0.36582890712541244,0.2816710064530737,8833,15,23,38288,22,15,1,510,159,,0.01031184196472168
rf_lagstack10,Random Forest (10 s causal lag-stack features),lodo,Leave-one-day-out (Apr11-Apr13),apr13,,0.19523796293553372,0.43276918368567024,0.4397147062153289,8833,15,21,38288,22,15,1,510,159,,0.8436074256896973
tcn10,Causal TCN (10 s RSSI + availability sequence),lodo,Leave-one-day-out (Apr11-Apr13),apr13,,0.1816918533403641,0.39201339159900017,0.39488282576701006,8833,15,20,38288,22,15,1,510,159,28.0,36.59906053543091
rf_topology10,Topology-Augmented Random Forest (10 s RSSI summary + floor-plan graph features),lodo,Leave-one-day-out (Apr11-Apr13),apr13,,0.1972323118437381,0.44323792351814384,0.4527340654364316,8833,15,20,38288,22,15,1,510,159,,0.4713630676269531
ensemble_calibrated,Calibrated Multi-Resolution RF-XGBoost Ensemble (11 s temporal voting),lodo,Leave-one-day-out (Apr11-Apr13),apr13,,0.28719882421893866,0.5655312556312063,0.569342239329786,8833,15,22,38288,22,15,1,510,159,,0.021437406539916992
ensemble_room510,Calibrated Multi-Resolution RF-XGBoost Ensemble + class-510 probability recovery,lodo,Leave-one-day-out (Apr11-Apr13),apr13,,0.2916680984461269,0.5674323566781556,0.5708139929808672,8833,15,22,38288,22,15,1,510,159,,0.024669885635375977
ensemble_class_aware,Calibrated Multi-Resolution RF-XGBoost Ensemble + class-510 recovery + class-518-weighted temporal voting,lodo,Leave-one-day-out (Apr11-Apr13),apr13,,0.30468513672241093,0.5707313645161773,0.5722857466319484,8833,15,22,38288,22,15,1,510,159,,0.024824142456054688
rf_basic10,Random Forest (10 s RSSI summary features),forward,Strict expanding-forward,apr11,,0.17157232073525625,0.6273666955005773,0.6591039084842707,10490,15,12,10856,12,15,6,502|512|513|517|518|522,1021,,0.43758487701416016
xgb_rich60_kl_full_smote,XGBoost (60 s rich features + KL-full relabeling + SMOTE),forward,Strict expanding-forward,apr11,,0.12333931217500199,0.5817305562968055,0.5606291706387035,10490,15,16,10856,12,15,6,502|512|513|517|518|522,1021,,0.0004944801330566406
xgb_rich60_symmetric_smote,XGBoost (60 s rich features + symmetric relabeling + SMOTE),forward,Strict expanding-forward,apr11,,0.15715315694142026,0.6101537096626111,0.5812202097235463,10490,15,15,10856,12,15,6,502|512|513|517|518|522,1021,,0.01769542694091797
xgb_full60_kl,XGBoost (60 s full-statistics + KL-partial relabeling),forward,Strict expanding-forward,apr11,,0.15312226413250843,0.5935597993251297,0.563393708293613,10490,15,16,10856,12,15,6,502|512|513|517|518|522,1021,,0.01875591278076172
rf_paper60_kl,Random Forest (60 s paper-statistics + KL-partial relabeling),forward,Strict expanding-forward,apr11,,0.15849724244938151,0.6159140979678347,0.613346043851287,10490,15,14,10856,12,15,6,502|512|513|517|518|522,1021,,0.00054168701171875
lgbm_basic60_kl_full_smote,LightGBM (60 s RSSI summary + KL-full relabeling + SMOTE),forward,Strict expanding-forward,apr11,,0.1251291154456104,0.5723812164060017,0.5334604385128694,10490,15,16,10856,12,15,6,502|512|513|517|518|522,1021,,0.0004029273986816406
rf_basic10_symmetric_smote,Random Forest (10 s RSSI summary + symmetric relabeling + SMOTE),forward,Strict expanding-forward,apr11,,0.19559487773158285,0.6149349629024908,0.6198284080076263,10490,15,21,10856,12,15,6,502|512|513|517|518|522,1021,,0.01822662353515625
rf_lagstack10,Random Forest (10 s causal lag-stack features),forward,Strict expanding-forward,apr11,,0.14381529482338581,0.6108791801810425,0.6478551000953289,10490,15,12,10856,12,15,6,502|512|513|517|518|522,1021,,0.2769184112548828
tcn10,Causal TCN (10 s RSSI + availability sequence),forward,Strict expanding-forward,apr11,,0.1333014441016081,0.49594425106965356,0.48207816968541467,10490,15,11,10856,12,15,6,502|512|513|517|518|522,1021,2.0,6.093110799789429
rf_topology10,Topology-Augmented Random Forest (10 s RSSI summary + floor-plan graph features),forward,Strict expanding-forward,apr11,,0.1607494697102897,0.6263132184635144,0.6562440419447092,10490,15,11,10856,12,15,6,502|512|513|517|518|522,1021,,0.28059840202331543
ensemble_calibrated,Calibrated Multi-Resolution RF-XGBoost Ensemble (11 s temporal voting),forward,Strict expanding-forward,apr11,,0.2006437905638705,0.6400294297610497,0.628884652049571,10490,15,17,10856,12,15,6,502|512|513|517|518|522,1021,,0.24248099327087402
ensemble_room510,Calibrated Multi-Resolution RF-XGBoost Ensemble + class-510 probability recovery,forward,Strict expanding-forward,apr11,,0.2006437905638705,0.6400294297610497,0.628884652049571,10490,15,17,10856,12,15,6,502|512|513|517|518|522,1021,,0.06927895545959473
ensemble_class_aware,Calibrated Multi-Resolution RF-XGBoost Ensemble + class-510 recovery + class-518-weighted temporal voting,forward,Strict expanding-forward,apr11,,0.2006437905638705,0.6400294297610497,0.628884652049571,10490,15,17,10856,12,15,6,502|512|513|517|518|522,1021,,0.05985665321350098
rf_basic10,Random Forest (10 s RSSI summary features),forward,Strict expanding-forward,apr12,,0.2506602054183772,0.49804261832495117,0.5377759414472908,16942,20,17,21346,18,20,4,503|505|515|521,556,,0.35252881050109863
xgb_rich60_kl_full_smote,XGBoost (60 s rich features + KL-full relabeling + SMOTE),forward,Strict expanding-forward,apr12,,0.23820978526504946,0.5465067342173415,0.5672883957029866,16942,20,23,21346,18,20,4,503|505|515|521,556,,0.0009713172912597656
xgb_rich60_symmetric_smote,XGBoost (60 s rich features + symmetric relabeling + SMOTE),forward,Strict expanding-forward,apr12,,0.21729347982251332,0.5298001539182365,0.5566048872624247,16942,20,23,21346,18,20,4,503|505|515|521,556,,0.02102041244506836
xgb_full60_kl,XGBoost (60 s full-statistics + KL-partial relabeling),forward,Strict expanding-forward,apr12,,0.25604527248979386,0.5428408785297365,0.5622712784795184,16942,20,23,21346,18,20,4,503|505|515|521,556,,0.021066665649414062
rf_paper60_kl,Random Forest (60 s paper-statistics + KL-partial relabeling),forward,Strict expanding-forward,apr12,,0.2513498234860351,0.5237777944124431,0.5543619407389918,16942,20,23,21346,18,20,4,503|505|515|521,556,,0.0005199909210205078
lgbm_basic60_kl_full_smote,LightGBM (60 s RSSI summary + KL-full relabeling + SMOTE),forward,Strict expanding-forward,apr12,,0.2525234675178235,0.5457151893618818,0.5616220044858931,16942,20,22,21346,18,20,4,503|505|515|521,556,,0.0004699230194091797
rf_basic10_symmetric_smote,Random Forest (10 s RSSI summary + symmetric relabeling + SMOTE),forward,Strict expanding-forward,apr12,,0.2527698610291107,0.5038357456841089,0.5373037421791996,16942,20,21,21346,18,20,4,503|505|515|521,556,,0.16955828666687012
rf_lagstack10,Random Forest (10 s causal lag-stack features),forward,Strict expanding-forward,apr12,,0.2304737395687389,0.47588011209021486,0.5198913941683391,16942,20,17,21346,18,20,4,503|505|515|521,556,,0.39095354080200195
tcn10,Causal TCN (10 s RSSI + availability sequence),forward,Strict expanding-forward,apr12,,0.1929802424070191,0.3266338622802419,0.3019714319442805,16942,20,18,21346,18,20,4,503|505|515|521,556,21.0,19.6530704498291
rf_topology10,Topology-Augmented Random Forest (10 s RSSI summary + floor-plan graph features),forward,Strict expanding-forward,apr12,,0.24839792318232853,0.4968555570777476,0.5374808169047338,16942,20,17,21346,18,20,4,503|505|515|521,556,,0.654782772064209
ensemble_calibrated,Calibrated Multi-Resolution RF-XGBoost Ensemble (11 s temporal voting),forward,Strict expanding-forward,apr12,,0.2966672053922549,0.5830681902933614,0.6084287569354268,16942,20,22,21346,18,20,4,503|505|515|521,556,,0.037407875061035156
ensemble_room510,Calibrated Multi-Resolution RF-XGBoost Ensemble + class-510 probability recovery,forward,Strict expanding-forward,apr12,,0.29664433971015386,0.5830835161627493,0.608310707118404,16942,20,22,21346,18,20,4,503|505|515|521,556,,0.03736257553100586
ensemble_class_aware,Calibrated Multi-Resolution RF-XGBoost Ensemble + class-510 recovery + class-518-weighted temporal voting,forward,Strict expanding-forward,apr12,,0.2964946007518569,0.5829388773277807,0.608015582575847,16942,20,22,21346,18,20,4,503|505|515|521,556,,0.2193434238433838
rf_basic10,Random Forest (10 s RSSI summary features),forward,Strict expanding-forward,apr13,,0.1963614820503979,0.44684820762023486,0.45726253820898904,8833,15,21,38288,22,15,1,510,159,,0.41364383697509766
xgb_rich60_kl_full_smote,XGBoost (60 s rich features + KL-full relabeling + SMOTE),forward,Strict expanding-forward,apr13,,0.24823728764741385,0.5227610056545261,0.5272274425450016,8833,15,23,38288,22,15,1,510,159,,0.0009772777557373047
xgb_rich60_symmetric_smote,XGBoost (60 s rich features + symmetric relabeling + SMOTE),forward,Strict expanding-forward,apr13,,0.2515324689652689,0.5261489940311198,0.5296048907505944,8833,15,22,38288,22,15,1,510,159,,0.012501955032348633
xgb_full60_kl,XGBoost (60 s full-statistics + KL-partial relabeling),forward,Strict expanding-forward,apr13,,0.23688435413868697,0.5200381320843602,0.5241707234235254,8833,15,23,38288,22,15,1,510,159,,0.010479927062988281
rf_paper60_kl,Random Forest (60 s paper-statistics + KL-partial relabeling),forward,Strict expanding-forward,apr13,,0.23368124134041848,0.5079898333346248,0.5179440733612589,8833,15,21,38288,22,15,1,510,159,,0.0003552436828613281
lgbm_basic60_kl_full_smote,LightGBM (60 s RSSI summary + KL-full relabeling + SMOTE),forward,Strict expanding-forward,apr13,,0.2181761078126925,0.5136479506024805,0.51250990603419,8833,15,22,38288,22,15,1,510,159,,0.00028395652770996094
rf_basic10_symmetric_smote,Random Forest (10 s RSSI summary + symmetric relabeling + SMOTE),forward,Strict expanding-forward,apr13,,0.19031190956779143,0.36582890712541244,0.2816710064530737,8833,15,23,38288,22,15,1,510,159,,0.01044464111328125
rf_lagstack10,Random Forest (10 s causal lag-stack features),forward,Strict expanding-forward,apr13,,0.19523796293553372,0.43276918368567024,0.4397147062153289,8833,15,21,38288,22,15,1,510,159,,0.7761034965515137
tcn10,Causal TCN (10 s RSSI + availability sequence),forward,Strict expanding-forward,apr13,,0.1816918533403641,0.39201339159900017,0.39488282576701006,8833,15,20,38288,22,15,1,510,159,28.0,34.59461808204651
rf_topology10,Topology-Augmented Random Forest (10 s RSSI summary + floor-plan graph features),forward,Strict expanding-forward,apr13,,0.1972323118437381,0.44323792351814384,0.4527340654364316,8833,15,20,38288,22,15,1,510,159,,0.48069262504577637
ensemble_calibrated,Calibrated Multi-Resolution RF-XGBoost Ensemble (11 s temporal voting),forward,Strict expanding-forward,apr13,,0.28719882421893866,0.5655312556312063,0.569342239329786,8833,15,22,38288,22,15,1,510,159,,0.03307461738586426
ensemble_room510,Calibrated Multi-Resolution RF-XGBoost Ensemble + class-510 probability recovery,forward,Strict expanding-forward,apr13,,0.2916680984461269,0.5674323566781556,0.5708139929808672,8833,15,22,38288,22,15,1,510,159,,0.036328792572021484
ensemble_class_aware,Calibrated Multi-Resolution RF-XGBoost Ensemble + class-510 recovery + class-518-weighted temporal voting,forward,Strict expanding-forward,apr13,,0.30468513672241093,0.5707313645161773,0.5722857466319484,8833,15,22,38288,22,15,1,510,159,,0.03287625312805176
